"sim","MSOA","local_susceptibility","factor_rate"
2000,"E02001684",1.24116205681689,0.906560422699959
2000,"E02001688",1.27193371548364,0.925168370892243
2000,"E02001689",4.04452243772342,0.941283184222997
2000,"E02001691",2.79175946922805,0.921006437666786
2000,"E02001692",3.63905732961526,0.948109620109204
2000,"E02001693",2.94591014905531,0.935481455206297
2000,"E02001694",1.02409755157906,0.851722141611297
2000,"E02001695",0.748685571719094,0.818499420283199
2000,"E02001696",1.90445627422715,0.920682051200971
2000,"E02001697",0.976469502589806,0.791562322059872
2000,"E02001699",1.37037378829689,0.901108228414782
2000,"E02001701",0.610535233238277,0.736476103549824
2000,"E02001702",2.43508452528932,0.939439116951935
2000,"E02001704",1.96508089604359,0.911127301474382
2000,"E02001708",0.626795754110057,0.82623078749915
2000,"E02001709",0.461003499267313,0.713124164270967
2000,"E02001710",2.339774345485,0.919242037446693
2000,"E02001711",0.953479984365107,0.914059214996382
2000,"E02001712",0.730336433050897,0.745606750013392
2000,"E02001713",0.767377704731246,0.754917909964682
2000,"E02001714",0.489174376234009,0.706200407551476
2000,"E02001715",1.30368241379822,0.905607841449832
2000,"E02001718",2.54044504094715,0.944016806368545
2000,"E02001719",0.825646612855222,0.788174426611663
2000,"E02001720",0.518161913107262,0.662986471509493
2000,"E02001722",1.47957308026189,0.888240948100869
2000,"E02001723",1.74193734472938,0.899324393058087
2000,"E02001724",0.909028221794273,0.754314032999358
2000,"E02001725",1.60217540235422,0.874603218047967
2000,"E02001726",1.8472978603872,0.90936574981999
2000,"E02001727",1.40546510810816,0.895534756884057
2000,"E02001728",1.15415067982726,0.888192972140117
2000,"E02001729",2.09861228866811,0.898063137668076
2000,"E02001730",1.55961578793542,0.877101417851249
2000,"E02001731",1.33647223662121,0.919677466597496
2000,"E02001732",1.44183275227904,0.930483455616397
2000,"E02001733",2.25276296849537,0.963562301861128
2000,"E02001734",1.79323063911693,0.92526200177199
2000,"E02001735",4.73766961828337,0.979550343570205
2000,"E02001736",3.35137525716348,0.965658057235015
2000,"E02001737",2.17272026082183,0.974779562402917
2000,"E02005702",0.420181504747058,0.773065729804005
2000,"E02005703",0.660132174377649,0.853493173413963
2000,"E02005704",0.548014876256943,0.833502853225452
2000,"E02005705",0.34322046361093,0.834552700650405
2000,"E02005706",1.04879016416943,0.877239298017044
2000,"E02005707",0.503563113686109,0.837394967066478
2000,"E02005708",0.406936277997037,0.86401587558426
2000,"E02005709",1.64662716492505,0.965121251986854
2000,"E02005710",1.69314718055995,0.915260757230066
2000,"E02005711",2.65822807660353,0.934017716244459
2000,"E02005712",0.805843985559043,0.865507431012464
2000,"E02005713",0.563282348387731,0.741708047207959
2000,"E02005714",0.31882901048677,0.576151731692551
2000,"E02005715",1,0.912035784901164
2000,"E02005716",1.07410797215372,0.84240001975665
2000,"E02005717",0.578786534923696,0.815182717669709
2000,"E02005718",0.712317927548219,0.803893374339089
2000,"E02005719",0.786425899701941,0.865925187721613
2000,"E02005720",0.677226607736949,0.877930131697011
2000,"E02005721",0.594534891891836,0.830182592858239
2000,"E02005722",0.433604525079199,0.824863302317924
2000,"E02005723",1.10008345855698,0.872452543949814
2000,"E02005724",0.355642983609487,0.611869887724456
2000,"E02005725",0.368221765816347,0.72199498637366
2000,"E02005726",0.330950371019115,0.721558133279097
2000,"E02005727",0.306852819440055,0.853082355978026
2000,"E02005728",0.447210177134977,0.862009687956641
2000,"E02005729",0.380960791593776,0.737519466507088
2000,"E02005730",0.532976998892402,0.792996800518766
2000,"E02005731",0.694618350448818,0.81573402434845
2000,"E02005732",0.380960791593776,0.74429480997317
2000,"E02005733",0.474989741242053,0.834332267635188
2000,"E02005734",1.18232155679395,0.935974958971234
2000,"E02005735",3.12823170584927,0.943574953352722
2000,"E02005736",1.21130909366721,0.92376547699829
2000,"E02005737",0.845849320172742,0.874985331672927
2000,"E02005738",0.866468607375477,0.823730778090196
2000,"E02005739",0.931007128513049,0.866411875529879
2000,"E02005740",1.12675170563914,0.909974704534153
2000,"E02005741",0.643325056061268,0.81016166625822
2000,"E02006841",1.51879379341517,0.925613240702765
2000,"E02006842",2.02961941718116,0.889322690222834
2000,"E02006893",0.88752201657331,0.794092531314707
2001,"E02001684",1.24116205681689,0.838611322362983
2001,"E02001688",1.27193371548364,0.863535273294949
2001,"E02001689",4.04452243772342,0.886220420991038
2001,"E02001691",2.79175946922805,0.857856373336916
2001,"E02001692",3.63905732961526,0.896232844146942
2001,"E02001693",2.94591014905531,0.877913218706244
2001,"E02001694",1.02409755157906,0.770336179027479
2001,"E02001695",0.748685571719094,0.731525274730996
2001,"E02001696",1.90445627422715,0.857416475531935
2001,"E02001697",0.976469502589806,0.701075689527723
2001,"E02001699",1.37037378829689,0.831514047231128
2001,"E02001701",0.610535233238277,0.641044434594141
2001,"E02001702",2.43508452528932,0.883561168072658
2001,"E02001704",1.96508089604359,0.844622783408255
2001,"E02001708",0.626795754110057,0.740422949643743
2001,"E02001709",0.461003499267313,0.616353981696162
2001,"E02001710",2.339774345485,0.855468279952586
2001,"E02001711",0.953479984365107,0.84851619865385
2001,"E02001712",0.730336433050897,0.650812509843914
2001,"E02001713",0.767377704731246,0.660843866487553
2001,"E02001714",0.489174376234009,0.609109747045958
2001,"E02001715",1.30368241379822,0.837365242161953
2001,"E02001718",2.54044504094715,0.890196881321983
2001,"E02001719",0.825646612855222,0.697301900629912
2001,"E02001720",0.518161913107262,0.564617000841286
2001,"E02001722",1.47957308026189,0.815074050367913
2001,"E02001723",1.74193734472938,0.829209764171494
2001,"E02001724",0.909028221794273,0.660191073015973
2001,"E02001725",1.60217540235422,0.798066239972978
2001,"E02001726",1.8472978603872,0.842296538950267
2001,"E02001727",1.40546510810816,0.824342173470676
2001,"E02001728",1.15415067982726,0.815013505814184
2001,"E02001729",2.09861228866811,0.827585620390746
2001,"E02001730",1.55961578793542,0.80115258157421
2001,"E02001731",1.33647223662121,0.856056587107017
2001,"E02001732",1.44183275227904,0.870887570183759
2001,"E02001733",2.25276296849537,0.920116518581172
2001,"E02001734",1.79323063911693,0.86366379702781
2001,"E02001735",4.73766961828337,0.94761210666748
2001,"E02001736",3.35137525716348,0.923522017515608
2001,"E02001737",2.17272026082183,0.938986446792456
2001,"E02005702",0.420181504747058,0.680611132392136
2001,"E02005703",0.660132174377649,0.772450437301946
2001,"E02005704",0.548014876256943,0.74886285685229
2001,"E02005705",0.34322046361093,0.750087200673078
2001,"E02005706",1.04879016416943,0.8013232885755
2001,"E02005707",0.503563113686109,0.753409566205459
2001,"E02005708",0.406936277997037,0.785119784287275
2001,"E02005709",1.64662716492505,0.922645165465927
2001,"E02005710",1.69314718055995,0.850119823958368
2001,"E02005711",2.65822807660353,0.875843751233514
2001,"E02005712",0.805843985559043,0.786931129578839
2001,"E02005713",0.563282348387731,0.646633461369629
2001,"E02005714",0.31882901048677,0.478491905361005
2001,"E02005715",1,0.845826269316278
2001,"E02005716",1.07410797215372,0.759287962155052
2001,"E02005717",0.578786534923696,0.727731001711176
2001,"E02005718",0.712317927548219,0.714913506657606
2001,"E02005719",0.786425899701941,0.787439171166256
2001,"E02005720",0.677226607736949,0.80217918127059
2001,"E02005721",0.594534891891836,0.745000624933971
2001,"E02005722",0.433604525079199,0.738843642793895
2001,"E02005723",1.10008345855698,0.795419147403204
2001,"E02005724",0.355642983609487,0.513431590031491
2001,"E02005725",0.368221765816347,0.625685477315323
2001,"E02005726",0.330950371019115,0.625224594631823
2001,"E02005727",0.306852819440055,0.771959554694868
2001,"E02005728",0.447210177134977,0.782689705206683
2001,"E02005729",0.380960791593776,0.642157278186397
2001,"E02005730",0.532976998892402,0.702677129340816
2001,"E02005731",0.694618350448818,0.728360766334374
2001,"E02005732",0.380960791593776,0.649404856518755
2001,"E02005733",0.474989741242053,0.749830003250022
2001,"E02005734",1.18232155679395,0.878613252024717
2001,"E02005735",3.12823170584927,0.889551264466237
2001,"E02005736",1.21130909366721,0.861613671457087
2001,"E02005737",0.845849320172742,0.798537504900273
2001,"E02005738",0.866468607375477,0.737537513969388
2001,"E02005739",0.931007128513049,0.78803144029277
2001,"E02005740",1.12675170563914,0.843099622761554
2001,"E02005741",0.643325056061268,0.722012040697541
2001,"E02006841",1.51879379341517,0.864146238579484
2001,"E02006842",2.02961941718116,0.816440597084733
2001,"E02006893",0.88752201657331,0.703901841155867
2002,"E02001684",1.24116205681689,0.574255740820032
2002,"E02001688",1.27193371548364,0.61089722858505
2002,"E02001689",4.04452243772342,0.647022535828347
2002,"E02001691",2.79175946922805,0.602293690614335
2002,"E02001692",3.63905732961526,0.66399990246302
2002,"E02001693",2.94591014905531,0.633443405120205
2002,"E02001694",1.02409755157906,0.48573077696477
2002,"E02001695",0.748685571719094,0.441193501954134
2002,"E02001696",1.90445627422715,0.601633891302307
2002,"E02001697",0.976469502589806,0.408551139289566
2002,"E02001699",1.37037378829689,0.564312210605787
2002,"E02001701",0.610535233238277,0.349186129808045
2002,"E02001702",2.43508452528932,0.642628211379404
2002,"E02001704",1.96508089604359,0.582838753760594
2002,"E02001708",0.626795754110057,0.451096455403349
2002,"E02001709",0.461003499267313,0.326461407863598
2002,"E02001710",2.339774345485,0.59872300087751
2002,"E02001711",0.953479984365107,0.588480177829906
2002,"E02001712",0.730336433050897,0.358435133172001
2002,"E02001713",0.767377704731246,0.368092564273016
2002,"E02001714",0.489174376234009,0.31996520081418
2002,"E02001715",1.30368241379822,0.572495362725569
2002,"E02001718",2.54044504094715,0.653681088218708
2002,"E02001719",0.825646612855222,0.404632351282885
2002,"E02001720",0.518161913107262,0.281670198223517
2002,"E02001722",1.47957308026189,0.54200947574801
2002,"E02001723",1.74193734472938,0.561126206539742
2002,"E02001724",0.909028221794273,0.367459104517137
2002,"E02001725",1.60217540235422,0.519909029017597
2002,"E02001726",1.8472978603872,0.57949938535721
2002,"E02001727",1.40546510810816,0.554461839495851
2002,"E02001728",1.15415067982726,0.541929116312424
2002,"E02001729",2.09861228866811,0.558892715593825
2002,"E02001730",1.55961578793542,0.523851071463903
2002,"E02001731",1.33647223662121,0.599600104405591
2002,"E02001732",1.44183275227904,0.622283409955441
2002,"E02001733",2.25276296849537,0.707771414004881
2002,"E02001734",1.79323063911693,0.611093823124071
2002,"E02001735",4.73766961828337,0.766300865308373
2002,"E02001736",3.35137525716348,0.71446683791187
2002,"E02001737",2.17272026082183,0.746712138546775
2002,"E02005702",0.420181504747058,0.387614473746108
2002,"E02005703",0.660132174377649,0.488262405510959
